"bill_number","bill_id","session_id","session","session_name","bill_url","state_link","bill_title","type","bill_desc","status","status_date","session_year","two_year_period"
"H0463",1961780,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0463/2025","https://www.flsenate.gov/Session/Bill/2025/463","Medical Malpractice Review Committees",NA,"Revises definition of term ""medical review committee.""",1,"2025-02-07",2025,"2025-2026"
"H0465",1961888,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0465/2025","https://www.flsenate.gov/Session/Bill/2025/465","Admission To Practice Law by Unauthorized Alien",NA,"Provides that certain licenses to practice law will be revoked on specified date under certain circumstances.",1,"2025-02-07",2025,"2025-2026"
"H0467",1962202,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0467/2025","https://www.flsenate.gov/Session/Bill/2025/467","Dual Enrollment Student Eligibility",NA,"Provides that certain students enrolled in adult education center are eligible for dual enrollment.",1,"2025-02-07",2025,"2025-2026"
"H0469",1962308,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0469/2025","https://www.flsenate.gov/Session/Bill/2025/469","Decreasing Racial and Ethnic Disparities in Mental Health and Substance Abuse Services",NA,"Revises project requirements & review criteria of Closing the Gap grant program to include mental health & substance abuse services.",1,"2025-02-07",2025,"2025-2026"
"H0471",1962633,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0471/2025","https://www.flsenate.gov/Session/Bill/2025/471","End-of-life Options",NA,"Establishes procedure to allow adult who has mental capacity & who has terminal condition & who makes fully informed decision that he or she no longer wants to live, to obtain medication to end his or her life; provides requirements for health care providers, health care facilities & DOH.",1,"2025-02-07",2025,"2025-2026"
"H0473",1962048,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0473/2025","https://www.flsenate.gov/Session/Bill/2025/473","Transportation Facility Designations",NA,"Designates Congresswoman Frederica S. Wilson Boulevard in Miami-Dade County; directs DOT to erect suitable markers.",1,"2025-02-07",2025,"2025-2026"
"H0475",1962154,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0475/2025","https://www.flsenate.gov/Session/Bill/2025/475","Ambulatory Surgical Centers",NA,"Provides penalty for failure by ambulatory surgical center to timely provide good faith estimate; requires AHCA to notify DLR upon adoption of certain federal rules.",1,"2025-02-07",2025,"2025-2026"
"H0477",1962522,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0477/2025","https://www.flsenate.gov/Session/Bill/2025/477","Weather Modification Activities",NA,"Repeals multiple provisions of weather modification law; prohibits certain acts intended to affect temperature, weather, or intensity of sunlight within atmosphere of this state; increases civil penalties for violations of weather modification law.",1,"2025-02-07",2025,"2025-2026"
"H0479",1962096,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0479/2025","https://www.flsenate.gov/Session/Bill/2025/479","Leaving the Scene of a Crash Involving Only Damage to Vehicle or Property",NA,"Authorizes court to order driver convicted of leaving scene of crash to make restitution for specified damage.",1,"2025-02-07",2025,"2025-2026"
"H0481",1962260,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0481/2025","https://www.flsenate.gov/Session/Bill/2025/481","Anchoring Limitation Areas",NA,"Restricts local regulation of vessels outside marked boundaries of mooring fields in certain counties; designates specified sections of Biscayne Bay in Miami-Dade County as grandfathered-in anchoring limitation areas; increases prohibited anchoring & mooring distance of vessels & floating structures near public mooring fields.",1,"2025-02-07",2025,"2025-2026"
"H0483",1962364,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0483/2025","https://www.flsenate.gov/Session/Bill/2025/483","Emergency Communications State Plan",NA,"Defines ""first responder"".",1,"2025-02-07",2025,"2025-2026"
"H0485",1962689,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0485/2025","https://www.flsenate.gov/Session/Bill/2025/485","Invalid Restrictive Covenants with Physicians",NA,"Provides that restrictive covenants which prohibit physician from practicing medicine within specified area for certain period of time are void & unenforceable.",1,"2025-02-07",2025,"2025-2026"
"H0487",1963504,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0487/2025","https://www.flsenate.gov/Session/Bill/2025/487","Investments of Public Funds in Bitcoin",NA,"Authorizes CFO to invest in Bitcoin any money from certain public funds; provides limits to such investments; provides requirements for holding such Bitcoin; authorizes CFO & other parties to loan Bitcoin in state funds; requires taxes & fees paid in Bitcoin to be transferred to General Revenue Fund; requires General Revenue Fund to reimburse designated funds in United States currency for such payments; authorizes Trustees of SBA to invest & reinvest available funds of System Trust Fund in Bitcoin; provides that investments of public funds in Bitcoin are exempt from certain security requirements.",1,"2025-02-10",2025,"2025-2026"
"H0489",1963462,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0489/2025","https://www.flsenate.gov/Session/Bill/2025/489","Restoration of Voting Rights Database",NA,"Requires Florida Commission on Offender Review to develop & maintain database containing certain information for certain purpose; requires certain governmental entities to provide certain information to commission; requires DMS, acting through Florida Digital Service, to provide certain technical assistance to commission; requires commission to make database available to public on Internet website by certain date; requires commission to update database monthly & publish certain information on website; requires commission to provide comprehensive plan to Governor & Legislature by certain date; provides that person who takes certain actions in reasonable reliance on database may not be charged with certain violations of criminal law.",1,"2025-02-10",2025,"2025-2026"
"H0491",1963529,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0491/2025","https://www.flsenate.gov/Session/Bill/2025/491","Use of Artificial Intelligence by Governmental Agencies to Detect Concealed Firearms",NA,"Prohibits governmental agency or specified contractors from using or contracting with any other entities to use artificial intelligence to detect concealed firearms in public places; provides exceptions; provides remedy.",1,"2025-02-10",2025,"2025-2026"
"H0493",1963394,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0493/2025","https://www.flsenate.gov/Session/Bill/2025/493","Agency for Health Care Administration",NA,"Removes State Consumer Health Information & Policy Advisory Council; requires memory care providers to follow specified standards of operation in providing memory care services; provides requirements for resident contracts; provides requirements for memory care facilities; prohibits certain facilities from advertising, representing, or holding themselves out as memory care providers unless they meet specified criteria; removes provisions relating to special care for persons with Alzheimer's disease or other disorders; removes rulemaking authority.",1,"2025-02-10",2025,"2025-2026"
"H0495",1963386,2135,"2025-2025_Regular_Session","2025 Regular Session","https://legiscan.com/FL/bill/H0495/2025","https://www.flsenate.gov/Session/Bill/2025/495","Adverse Personnel Actions Against Employees",NA,"Prohibits agencies & independent contractors from taking specified actions against employees for disclosing certain information to Commission on Ethics; requires that information disclosed include specified violations or alleged violations; requires disclosure of specified information to commission; provides that specified provisions protect employees & persons who submit written complaints to commission or provide information to investigator during investigation of complaint; authorizes certain employees or applicants for employment to file complaints in accordance with specified provisions; authorizes such employees or applicants to pursue specified administrative remedy or civil action within specified timeframe; authorizes local public employees to file complaint with appropriate local governmental authority; provides requirements for administrative procedures created by local governmental authorities; authorizes such employee to bring civil actions in court of competent jurisdiction; requires specified relief; provides that it is affirmative defense to certain actions that adverse action was predicated on grounds other than exercising of certain protected rights.",1,"2025-02-10",2025,"2025-2026"
